,fl_date,mkt_unique_carrier,branded_code_share,mkt_carrier,mkt_carrier_fl_num,op_unique_carrier,tail_num,op_carrier_fl_num,origin_airport_id,origin,origin_city_name,dest_airport_id,dest,dest_city_name,crs_dep_time,crs_arr_time,dup,crs_elapsed_time,flights,distance
8981,2020-01-31,DL,DL_CODESHARE,DL,5874,YX,N244JQ,5874,11618,EWR,"Newark, NJ",10721,BOS,"Boston, MA",1235,1345,N,70,1,200
8982,2020-01-20,B6,B6,B6,826,B6,N658JB,826,12954,LGB,"Long Beach, CA",14831,SJC,"San Jose, CA",645,809,N,84,1,324
8983,2020-01-20,AA,AA,AA,2712,AA,N912AN,2712,11298,DFW,"Dallas/Fort Worth, TX",10140,ABQ,"Albuquerque, NM",1314,1407,N,113,1,569
8984,2020-01-05,UA,UA,UA,1037,UA,N35204,1037,12264,IAD,"Washington, DC",12266,IAH,"Houston, TX",615,841,N,206,1,1190
8985,2020-01-29,WN,WN,WN,1398,WN,N423WN,1398,12889,LAS,"Las Vegas, NV",11540,ELP,"El Paso, TX",2045,2325,N,100,1,583
8986,2020-01-17,AA,AA,AA,1620,AA,N928AN,1620,14107,PHX,"Phoenix, AZ",13930,ORD,"Chicago, IL",1057,1529,N,212,1,1440
8987,2020-01-02,AA,AA_CODESHARE,AA,5332,OH,N528EG,5332,11057,CLT,"Charlotte, NC",10599,BHM,"Birmingham, AL",1755,1826,N,91,1,350
8988,2020-01-19,WN,WN,WN,4559,WN,N940WN,4559,10423,AUS,"Austin, TX",11259,DAL,"Dallas, TX",715,815,N,60,1,189
8989,2020-01-26,WN,WN,WN,5372,WN,N769SW,5372,14908,SNA,"Santa Ana, CA",13796,OAK,"Oakland, CA",2045,2210,N,85,1,371
8990,2020-01-23,DL,DL_CODESHARE,DL,6198,G7,N690CA,6198,14492,RDU,"Raleigh/Durham, NC",11278,DCA,"Washington, DC",1800,1920,N,80,1,227
8991,2020-01-21,DL,DL_CODESHARE,DL,5921,YX,N211JQ,5921,14635,RSW,"Fort Myers, FL",12953,LGA,"New York, NY",725,1013,N,168,1,1080
8992,2020-01-12,WN,WN,WN,4685,WN,N421LV,4685,10821,BWI,"Baltimore, MD",12451,JAX,"Jacksonville, FL",1050,1255,N,125,1,663
8993,2020-01-30,UA,UA_CODESHARE,UA,5338,OO,N856AS,5338,11292,DEN,"Denver, CO",13502,MTJ,"Montrose/Delta, CO",800,910,N,70,1,196
8994,2020-01-16,UA,UA,UA,2326,UA,N75429,2326,13930,ORD,"Chicago, IL",15304,TPA,"Tampa, FL",800,1149,N,169,1,1011
8995,2020-01-06,UA,UA_CODESHARE,UA,4827,ZW,N470ZW,4827,15016,STL,"St. Louis, MO",12264,IAD,"Washington, DC",1325,1625,N,120,1,696
8996,2020-01-16,UA,UA_CODESHARE,UA,5872,OO,N120SY,5872,11503,EGE,"Eagle, CO",11292,DEN,"Denver, CO",1524,1635,N,71,1,120
8997,2020-01-02,AA,AA_CODESHARE,AA,4447,YX,N116HQ,4447,11433,DTW,"Detroit, MI",12953,LGA,"New York, NY",612,806,N,114,1,502
8998,2020-01-22,NK,NK,NK,737,NK,N505NK,737,13930,ORD,"Chicago, IL",12892,LAX,"Los Angeles, CA",930,1215,N,285,1,1744
8999,2020-01-19,UA,UA_CODESHARE,UA,5420,OO,N109SY,5420,13930,ORD,"Chicago, IL",13495,MSY,"New Orleans, LA",1037,1316,N,159,1,836
9000,2020-01-07,UA,UA,UA,1106,UA,N429UA,1106,14908,SNA,"Santa Ana, CA",12266,IAH,"Houston, TX",1021,1533,N,192,1,1346
9001,2020-01-07,DL,DL_CODESHARE,DL,5360,9E,N909XJ,5360,10721,BOS,"Boston, MA",12478,JFK,"New York, NY",1405,1530,N,85,1,187
9002,2020-01-22,UA,UA,UA,1026,UA,N844UA,1026,11292,DEN,"Denver, CO",13485,MSN,"Madison, WI",1055,1402,N,127,1,826
9003,2020-01-03,UA,UA,UA,545,UA,N64844,545,12266,IAH,"Houston, TX",10721,BOS,"Boston, MA",1650,2126,N,216,1,1597
9004,2020-01-02,NK,NK,NK,1764,NK,N653NK,1764,15304,TPA,"Tampa, FL",10397,ATL,"Atlanta, GA",2220,2358,N,98,1,406
9005,2020-01-28,UA,UA_CODESHARE,UA,5458,OO,N213SY,5458,12266,IAH,"Houston, TX",10397,ATL,"Atlanta, GA",1155,1504,N,129,1,689
9006,2020-01-01,AS,AS,AS,813,AS,N590AS,813,12892,LAX,"Los Angeles, CA",13830,OGG,"Kahului, HI",925,1335,N,370,1,2486
9007,2020-01-24,AA,AA,AA,725,AA,N829AW,725,11986,GRR,"Grand Rapids, MI",14107,PHX,"Phoenix, AZ",730,1012,N,282,1,1574
9008,2020-01-24,WN,WN,WN,1911,WN,N8553W,1911,13487,MSP,"Minneapolis, MN",11292,DEN,"Denver, CO",925,1045,N,140,1,680
9009,2020-01-17,WN,WN,WN,1590,WN,N274WN,1590,11292,DEN,"Denver, CO",10800,BUR,"Burbank, CA",1940,2110,N,150,1,850
9010,2020-01-08,DL,DL,DL,2626,DL,N957AT,2626,12953,LGA,"New York, NY",13930,ORD,"Chicago, IL",610,752,N,162,1,733
9011,2020-01-05,AA,AA_CODESHARE,AA,3182,OO,N776SK,3182,11298,DFW,"Dallas/Fort Worth, TX",14696,SBN,"South Bend, IN",1836,2158,N,142,1,846
9012,2020-01-05,UA,UA_CODESHARE,UA,3658,YX,N635RW,3658,12266,IAH,"Houston, TX",12339,IND,"Indianapolis, IN",935,1259,N,144,1,844
9013,2020-01-29,DL,DL,DL,2972,DL,N970AT,2972,13487,MSP,"Minneapolis, MN",13930,ORD,"Chicago, IL",855,1034,N,99,1,334
9014,2020-01-16,AA,AA_CODESHARE,AA,5297,OH,N526EA,5297,14122,PIT,"Pittsburgh, PA",14100,PHL,"Philadelphia, PA",1759,1923,N,84,1,268
9015,2020-01-14,F9,F9,F9,1250,F9,N721FR,1250,12266,IAH,"Houston, TX",13204,MCO,"Orlando, FL",1259,1621,N,142,1,854
9016,2020-01-07,WN,WN,WN,1357,WN,N958WN,1357,14635,RSW,"Fort Myers, FL",10821,BWI,"Baltimore, MD",1745,2005,N,140,1,919
9017,2020-01-16,AA,AA,AA,2356,AA,N930AN,2356,11298,DFW,"Dallas/Fort Worth, TX",14492,RDU,"Raleigh/Durham, NC",1458,1837,N,159,1,1061
9018,2020-01-06,NK,NK,NK,570,NK,N529NK,570,11697,FLL,"Fort Lauderdale, FL",15304,TPA,"Tampa, FL",909,1013,N,64,1,197
9019,2020-01-30,AA,AA_CODESHARE,AA,4661,YX,N138HQ,4661,12339,IND,"Indianapolis, IN",11057,CLT,"Charlotte, NC",507,654,N,107,1,427
9020,2020-01-27,UA,UA,UA,426,UA,N77536,426,11618,EWR,"Newark, NJ",13930,ORD,"Chicago, IL",829,1019,N,170,1,719
9021,2020-01-07,DL,DL_CODESHARE,DL,4316,OO,N453SW,4316,14869,SLC,"Salt Lake City, UT",14794,SGU,"St. George, UT",1725,1843,N,78,1,272
9022,2020-01-02,UA,UA_CODESHARE,UA,3701,YX,N751YX,3701,13198,MCI,"Kansas City, MO",11292,DEN,"Denver, CO",1143,1245,N,122,1,533
9023,2020-01-03,WN,WN,WN,2069,WN,N493WN,2069,14831,SJC,"San Jose, CA",14908,SNA,"Santa Ana, CA",2010,2120,N,70,1,342
9024,2020-01-15,AA,AA,AA,1950,AA,N554UW,1950,14027,PBI,"West Palm Beach/Palm Beach, FL",11057,CLT,"Charlotte, NC",1153,1352,N,119,1,590
9025,2020-01-23,AA,AA_CODESHARE,AA,4261,MQ,N825AE,4261,14524,RIC,"Richmond, VA",12478,JFK,"New York, NY",1806,1924,N,78,1,288
9026,2020-01-05,AS,AS,AS,196,AS,N529AS,196,12758,KOA,"Kona, HI",14679,SAN,"San Diego, CA",1410,2142,N,332,1,2556
9027,2020-01-24,HA,HA,HA,29,HA,N396HA,29,14747,SEA,"Seattle, WA",13830,OGG,"Kahului, HI",1010,1430,N,380,1,2640
9028,2020-01-27,UA,UA_CODESHARE,UA,5748,OO,N912SW,5748,12892,LAX,"Los Angeles, CA",14698,SBP,"San Luis Obispo, CA",1415,1518,N,63,1,156
9029,2020-01-07,WN,WN,WN,6001,WN,N7713A,6001,14869,SLC,"Salt Lake City, UT",13796,OAK,"Oakland, CA",1025,1130,N,125,1,588
9030,2020-01-07,UA,UA,UA,2045,UA,N409UA,2045,11618,EWR,"Newark, NJ",10721,BOS,"Boston, MA",1400,1506,N,66,1,200
9031,2020-01-21,WN,WN,WN,2079,WN,N264LV,2079,14107,PHX,"Phoenix, AZ",13891,ONT,"Ontario, CA",1945,2000,N,75,1,325
9032,2020-01-10,AA,AA_CODESHARE,AA,5432,OH,N602NN,5432,11278,DCA,"Washington, DC",14307,PVD,"Providence, RI",1300,1419,N,79,1,356
9033,2020-01-27,AA,AA,AA,2575,AA,N760AN,2575,13303,MIA,"Miami, FL",11298,DFW,"Dallas/Fort Worth, TX",710,927,N,197,1,1121
9034,2020-01-02,B6,B6,B6,71,B6,N559JB,71,12478,JFK,"New York, NY",14869,SLC,"Salt Lake City, UT",1930,2304,N,334,1,1990
9035,2020-01-30,UA,UA_CODESHARE,UA,3432,YX,N647RW,3432,11618,EWR,"Newark, NJ",14492,RDU,"Raleigh/Durham, NC",1500,1649,N,109,1,416
9036,2020-01-02,AA,AA_CODESHARE,AA,5634,OH,N578NN,5634,11057,CLT,"Charlotte, NC",15412,TYS,"Knoxville, TN",1955,2102,N,67,1,177
9037,2020-01-27,DL,DL,DL,1241,DL,N119DU,1241,14771,SFO,"San Francisco, CA",14869,SLC,"Salt Lake City, UT",1639,1931,N,112,1,599
9038,2020-01-05,NK,NK,NK,1820,NK,N642NK,1820,10397,ATL,"Atlanta, GA",10423,AUS,"Austin, TX",650,828,N,158,1,813
9039,2020-01-19,WN,WN,WN,2465,WN,N227WN,2465,14831,SJC,"San Jose, CA",11292,DEN,"Denver, CO",1640,2005,N,145,1,948
9040,2020-01-09,AA,AA_CODESHARE,AA,5271,OH,N725PS,5271,14100,PHL,"Philadelphia, PA",15412,TYS,"Knoxville, TN",1510,1704,N,114,1,554
9041,2020-01-24,WN,WN,WN,745,WN,N8308K,745,12982,LIH,"Lihue, HI",12173,HNL,"Honolulu, HI",1455,1535,N,40,1,102
9042,2020-01-16,WN,WN,WN,1586,WN,N8649A,1586,14492,RDU,"Raleigh/Durham, NC",11697,FLL,"Fort Lauderdale, FL",700,910,N,130,1,680
9043,2020-01-15,UA,UA,UA,386,UA,N822UA,386,11003,CID,"Cedar Rapids/Iowa City, IA",11292,DEN,"Denver, CO",1510,1632,N,142,1,692
9044,2020-01-13,UA,UA_CODESHARE,UA,5080,OO,N969SW,5080,12899,LBF,"North Platte, NE",11292,DEN,"Denver, CO",640,659,N,79,1,228
9045,2020-01-07,AS,AS_CODESHARE,AS,3375,OO,N187SY,3375,10849,BZN,"Bozeman, MT",14747,SEA,"Seattle, WA",1735,1840,N,125,1,543
9046,2020-01-31,WN,WN,WN,1162,WN,N8650F,1162,10423,AUS,"Austin, TX",10821,BWI,"Baltimore, MD",605,1000,N,175,1,1342
9047,2020-01-02,AA,AA_CODESHARE,AA,3375,MQ,N680AE,3375,13303,MIA,"Miami, FL",14685,SAV,"Savannah, GA",1500,1634,N,94,1,440
9048,2020-01-13,DL,DL,DL,2822,DL,N305DN,2822,13204,MCO,"Orlando, FL",12478,JFK,"New York, NY",1205,1438,N,153,1,944
9049,2020-01-06,B6,B6,B6,1201,B6,N974JT,1201,12478,JFK,"New York, NY",11697,FLL,"Fort Lauderdale, FL",1900,2216,N,196,1,1069
9050,2020-01-23,DL,DL,DL,1227,DL,N844DN,1227,11433,DTW,"Detroit, MI",10397,ATL,"Atlanta, GA",1928,2137,N,129,1,594
9051,2020-01-22,WN,WN,WN,1470,WN,N7860A,1470,12889,LAS,"Las Vegas, NV",14570,RNO,"Reno, NV",1440,1610,N,90,1,345
9052,2020-01-29,UA,UA_CODESHARE,UA,3630,YX,N726YX,3630,12264,IAD,"Washington, DC",14122,PIT,"Pittsburgh, PA",2205,2304,N,59,1,182
9053,2020-01-03,UA,UA_CODESHARE,UA,4826,ZW,N444ZW,4826,13930,ORD,"Chicago, IL",13871,OMA,"Omaha, NE",1246,1435,N,109,1,416
9054,2020-01-24,DL,DL,DL,2448,DL,N968DL,2448,10397,ATL,"Atlanta, GA",10994,CHS,"Charleston, SC",2243,2350,N,67,1,259
9055,2020-01-05,UA,UA,UA,609,UA,N672UA,609,13930,ORD,"Chicago, IL",11618,EWR,"Newark, NJ",1125,1436,N,131,1,719
9056,2020-01-05,HA,HA,HA,596,HA,N488HA,596,12173,HNL,"Honolulu, HI",13830,OGG,"Kahului, HI",2158,2238,N,40,1,100
9057,2020-01-14,NK,NK,NK,656,NK,N527NK,656,12892,LAX,"Los Angeles, CA",14122,PIT,"Pittsburgh, PA",2320,654,N,274,1,2136
9058,2020-01-15,WN,WN,WN,894,WN,N8517F,894,14100,PHL,"Philadelphia, PA",13232,MDW,"Chicago, IL",1730,1850,N,140,1,668
9059,2020-01-08,DL,DL_CODESHARE,DL,3637,OO,N287SY,3637,10713,BOI,"Boise, ID",14747,SEA,"Seattle, WA",1726,1819,N,113,1,399
9060,2020-01-06,DL,DL_CODESHARE,DL,5502,9E,N8886A,5502,10980,CHA,"Chattanooga, TN",10397,ATL,"Atlanta, GA",1345,1448,N,63,1,106
9061,2020-01-27,UA,UA_CODESHARE,UA,4120,EV,N18556,4120,12953,LGA,"New York, NY",11042,CLE,"Cleveland, OH",830,1025,N,115,1,419
9062,2020-01-06,AA,AA,AA,1648,AA,N194AA,1648,11057,CLT,"Charlotte, NC",14100,PHL,"Philadelphia, PA",2018,2159,N,101,1,449
9063,2020-01-27,AA,AA_CODESHARE,AA,5534,OH,N599NN,5534,11057,CLT,"Charlotte, NC",14685,SAV,"Savannah, GA",735,848,N,73,1,213
9064,2020-01-07,DL,DL_CODESHARE,DL,4812,9E,N279PQ,4812,15412,TYS,"Knoxville, TN",11433,DTW,"Detroit, MI",732,920,N,108,1,443
9065,2020-01-09,DL,DL,DL,1381,DL,N542US,1381,12892,LAX,"Los Angeles, CA",12982,LIH,"Lihue, HI",1752,2215,N,383,1,2615
9066,2020-01-21,WN,WN,WN,5762,WN,N738CB,5762,10713,BOI,"Boise, ID",11884,GEG,"Spokane, WA",735,745,N,70,1,287
9067,2020-01-07,F9,F9,F9,715,F9,N307FR,715,11292,DEN,"Denver, CO",15376,TUS,"Tucson, AZ",1813,2029,N,136,1,639
9068,2020-01-09,DL,DL,DL,1906,DL,N909DE,1906,13930,ORD,"Chicago, IL",10397,ATL,"Atlanta, GA",1810,2117,N,127,1,606
9069,2020-01-05,DL,DL,DL,2005,DL,N399DA,2005,14869,SLC,"Salt Lake City, UT",11884,GEG,"Spokane, WA",1125,1219,N,114,1,546
9070,2020-01-14,AA,AA_CODESHARE,AA,5201,OH,N710PS,5201,11433,DTW,"Detroit, MI",11278,DCA,"Washington, DC",1729,1900,N,91,1,405
9071,2020-01-20,AA,AA,AA,1945,AA,N301NW,1945,12889,LAS,"Las Vegas, NV",12892,LAX,"Los Angeles, CA",817,939,N,82,1,236
9072,2020-01-07,DL,DL_CODESHARE,DL,4056,OO,N614SK,4056,13487,MSP,"Minneapolis, MN",14524,RIC,"Richmond, VA",1240,1625,N,165,1,970
9073,2020-01-05,DL,DL,DL,1198,DL,N978DL,1198,14524,RIC,"Richmond, VA",10397,ATL,"Atlanta, GA",1940,2137,N,117,1,481
9074,2020-01-09,UA,UA_CODESHARE,UA,5228,OO,N901EV,5228,13891,ONT,"Ontario, CA",14771,SFO,"San Francisco, CA",1201,1340,N,99,1,363
9075,2020-01-10,DL,DL_CODESHARE,DL,6252,G7,N184GJ,6252,10792,BUF,"Buffalo, NY",11433,DTW,"Detroit, MI",1757,1924,N,87,1,241
9076,2020-01-25,DL,DL_CODESHARE,DL,4066,OO,N912EV,4066,14730,SDF,"Louisville, KY",11433,DTW,"Detroit, MI",1755,1926,N,91,1,306
9077,2020-01-30,UA,UA,UA,1861,UA,N76269,1861,14869,SLC,"Salt Lake City, UT",12266,IAH,"Houston, TX",1619,2018,N,179,1,1195
9078,2020-01-09,UA,UA_CODESHARE,UA,4700,AX,N21129,4700,11292,DEN,"Denver, CO",13486,MSO,"Missoula, MT",930,1200,N,150,1,679
9079,2020-01-02,NK,NK,NK,410,NK,N678NK,410,11697,FLL,"Fort Lauderdale, FL",10821,BWI,"Baltimore, MD",725,955,N,150,1,925
9080,2020-01-05,AA,AA_CODESHARE,AA,5663,OH,N262PS,5663,11042,CLE,"Cleveland, OH",11278,DCA,"Washington, DC",1725,1847,N,82,1,310
9081,2020-01-09,AA,AA,AA,2561,AA,N357PV,2561,13930,ORD,"Chicago, IL",14635,RSW,"Fort Myers, FL",1208,1601,N,173,1,1120
9082,2020-01-02,DL,DL_CODESHARE,DL,5166,9E,N600LR,5166,10397,ATL,"Atlanta, GA",10874,CAK,"Akron, OH",940,1125,N,105,1,528
9083,2020-01-28,WN,WN,WN,1199,WN,N7711N,1199,10693,BNA,"Nashville, TN",13204,MCO,"Orlando, FL",935,1225,N,110,1,616
9084,2020-01-21,WN,WN,WN,1594,WN,N8656B,1594,15016,STL,"St. Louis, MO",10721,BOS,"Boston, MA",1850,2220,N,150,1,1047
9085,2020-01-30,DL,DL,DL,1010,DL,N355NB,1010,12892,LAX,"Los Angeles, CA",14057,PDX,"Portland, OR",1959,2224,N,145,1,834
9086,2020-01-25,AA,AA_CODESHARE,AA,4101,MQ,N933JN,4101,11977,GRB,"Green Bay, WI",13930,ORD,"Chicago, IL",1311,1421,N,70,1,174
9087,2020-01-19,DL,DL,DL,855,DL,N365DN,855,12953,LGA,"New York, NY",13487,MSP,"Minneapolis, MN",1440,1646,N,186,1,1020
9088,2020-01-29,DL,DL,DL,1423,DL,N965DL,1423,15016,STL,"St. Louis, MO",10397,ATL,"Atlanta, GA",1300,1532,N,92,1,484
9089,2020-01-23,DL,DL,DL,1435,DL,N116DU,1435,11298,DFW,"Dallas/Fort Worth, TX",11433,DTW,"Detroit, MI",1816,2145,N,149,1,986
9090,2020-01-28,DL,DL,DL,1271,DL,N900DE,1271,10821,BWI,"Baltimore, MD",10397,ATL,"Atlanta, GA",1759,2002,N,123,1,577
9091,2020-01-30,AA,AA_CODESHARE,AA,3754,MQ,N932AE,3754,13303,MIA,"Miami, FL",11995,GSO,"Greensboro/High Point, NC",1935,2145,N,130,1,710
9092,2020-01-12,WN,WN,WN,4269,WN,N913WN,4269,11278,DCA,"Washington, DC",13232,MDW,"Chicago, IL",615,720,N,125,1,601
9093,2020-01-14,UA,UA_CODESHARE,UA,5368,OO,N118SY,5368,12266,IAH,"Houston, TX",11423,DSM,"Des Moines, IA",1955,2216,N,141,1,802
9094,2020-01-31,AA,AA,AA,1231,AA,N883NN,1231,11697,FLL,"Fort Lauderdale, FL",11298,DFW,"Dallas/Fort Worth, TX",530,752,N,202,1,1119
9095,2020-01-06,AA,AA,AA,2284,AA,N993NN,2284,11618,EWR,"Newark, NJ",13930,ORD,"Chicago, IL",900,1101,N,181,1,719
9096,2020-01-17,UA,UA,UA,454,UA,N68823,454,13930,ORD,"Chicago, IL",12892,LAX,"Los Angeles, CA",1018,1256,N,278,1,1744
9097,2020-01-01,B6,B6,B6,412,B6,N304JB,412,13930,ORD,"Chicago, IL",10721,BOS,"Boston, MA",525,844,N,139,1,867
9098,2020-01-09,WN,WN,WN,196,WN,N7817J,196,12892,LAX,"Los Angeles, CA",10423,AUS,"Austin, TX",1955,40,N,165,1,1242
9099,2020-01-22,AA,AA_CODESHARE,AA,3706,MQ,N813AE,3706,15074,SWO,"Stillwater, OK",11298,DFW,"Dallas/Fort Worth, TX",630,747,N,77,1,225
9100,2020-01-17,AA,AA_CODESHARE,AA,5709,OH,N506AE,5709,11057,CLT,"Charlotte, NC",15624,VPS,"Valparaiso, FL",1639,1735,N,116,1,460
9101,2020-01-29,WN,WN,WN,578,WN,N7747C,578,12191,HOU,"Houston, TX",13232,MDW,"Chicago, IL",545,810,N,145,1,937
9102,2020-01-13,G4,G4,G4,66,G4,331NV,66,13476,MRY,"Monterey, CA",12889,LAS,"Las Vegas, NV",2110,2228,N,78,1,375
9103,2020-01-29,DL,DL,DL,1741,DL,N863DN,1741,14869,SLC,"Salt Lake City, UT",14057,PDX,"Portland, OR",1126,1232,N,126,1,630
9104,2020-01-10,AA,AA_CODESHARE,AA,5223,OH,N501BG,5223,11057,CLT,"Charlotte, NC",11953,GNV,"Gainesville, FL",1755,1927,N,92,1,388
9105,2020-01-05,UA,UA,UA,2178,UA,N24211,2178,14893,SMF,"Sacramento, CA",11292,DEN,"Denver, CO",1601,1920,N,139,1,909
9106,2020-01-31,UA,UA,UA,343,UA,N4888U,343,14027,PBI,"West Palm Beach/Palm Beach, FL",12266,IAH,"Houston, TX",1645,1840,N,175,1,956
9107,2020-01-27,AA,AA,AA,2728,AA,N924AN,2728,11618,EWR,"Newark, NJ",11298,DFW,"Dallas/Fort Worth, TX",645,958,N,253,1,1372
9108,2020-01-02,WN,WN,WN,1465,WN,N8584Z,1465,11292,DEN,"Denver, CO",12264,IAD,"Washington, DC",1745,2250,N,185,1,1452
9109,2020-01-07,DL,DL_CODESHARE,DL,5714,CP,N621CZ,5714,12892,LAX,"Los Angeles, CA",12889,LAS,"Las Vegas, NV",1125,1245,N,80,1,236
9110,2020-01-13,WN,WN,WN,261,WN,N7841A,261,14730,SDF,"Louisville, KY",13232,MDW,"Chicago, IL",1835,1850,N,75,1,271
9111,2020-01-21,AA,AA,AA,454,AA,N939AN,454,12889,LAS,"Las Vegas, NV",11298,DFW,"Dallas/Fort Worth, TX",1430,1912,N,162,1,1055
9112,2020-01-23,F9,F9,F9,2355,F9,N361FR,2355,14100,PHL,"Philadelphia, PA",14635,RSW,"Fort Myers, FL",1337,1648,N,191,1,993
9113,2020-01-19,WN,WN,WN,4185,WN,N769SW,4185,12191,HOU,"Houston, TX",11292,DEN,"Denver, CO",2010,2140,N,150,1,883
9114,2020-01-01,AS,AS,AS,1912,AS,N853VA,1912,14747,SEA,"Seattle, WA",11292,DEN,"Denver, CO",745,1125,N,160,1,1024
9115,2020-01-23,B6,B6,B6,872,B6,N804JB,872,14869,SLC,"Salt Lake City, UT",12478,JFK,"New York, NY",1344,2000,N,256,1,1990
9116,2020-01-16,AA,AA_CODESHARE,AA,5623,OH,N716PS,5623,15624,VPS,"Valparaiso, FL",11057,CLT,"Charlotte, NC",746,1037,N,111,1,460
9117,2020-01-16,DL,DL_CODESHARE,DL,4867,9E,N8839E,4867,12478,JFK,"New York, NY",12264,IAD,"Washington, DC",1345,1512,N,87,1,228
9118,2020-01-28,B6,B6,B6,104,B6,N827JB,104,14843,SJU,"San Juan, PR",12478,JFK,"New York, NY",345,644,N,239,1,1598
9119,2020-01-08,WN,WN,WN,383,WN,N419WN,383,13232,MDW,"Chicago, IL",13495,MSY,"New Orleans, LA",600,825,N,145,1,825
9120,2020-01-26,DL,DL_CODESHARE,DL,3981,OO,N8923A,3981,13487,MSP,"Minneapolis, MN",11637,FAR,"Fargo, ND",1745,1916,N,91,1,223
9121,2020-01-09,B6,B6,B6,1076,B6,N506JB,1076,13204,MCO,"Orlando, FL",14307,PVD,"Providence, RI",1413,1654,N,161,1,1072
9122,2020-01-29,UA,UA,UA,1765,UA,N75435,1765,12266,IAH,"Houston, TX",12889,LAS,"Las Vegas, NV",1950,2120,N,210,1,1222
9123,2020-01-02,AA,AA,AA,402,AA,N184AN,402,14100,PHL,"Philadelphia, PA",11298,DFW,"Dallas/Fort Worth, TX",1102,1358,N,236,1,1303
9124,2020-01-25,AA,AA,AA,885,AA,N768US,885,13485,MSN,"Madison, WI",11298,DFW,"Dallas/Fort Worth, TX",1313,1550,N,157,1,821
9125,2020-01-04,AA,AA_CODESHARE,AA,5130,OH,N535EA,5130,12945,LEX,"Lexington, KY",11057,CLT,"Charlotte, NC",508,637,N,89,1,281
9126,2020-01-06,UA,UA,UA,693,UA,N448UA,693,12953,LGA,"New York, NY",13930,ORD,"Chicago, IL",1900,2049,N,169,1,733
9127,2020-01-15,AA,AA_CODESHARE,AA,5151,OH,N579NN,5151,11057,CLT,"Charlotte, NC",12323,ILM,"Wilmington, NC",1109,1207,N,58,1,185
9128,2020-01-08,WN,WN,WN,43,WN,N928WN,43,14679,SAN,"San Diego, CA",11292,DEN,"Denver, CO",700,1025,N,145,1,853
9129,2020-01-16,NK,NK,NK,198,NK,N630NK,198,11697,FLL,"Fort Lauderdale, FL",13204,MCO,"Orlando, FL",730,837,N,67,1,177
9130,2020-01-03,AA,AA_CODESHARE,AA,3405,MQ,N851AE,3405,15411,TYR,"Tyler, TX",11298,DFW,"Dallas/Fort Worth, TX",1025,1126,N,61,1,102
9131,2020-01-10,UA,UA_CODESHARE,UA,3830,ZW,N463AW,3830,10980,CHA,"Chattanooga, TN",13930,ORD,"Chicago, IL",717,837,N,140,1,500
9132,2020-01-13,UA,UA_CODESHARE,UA,4303,EV,N611UX,4303,13930,ORD,"Chicago, IL",11986,GRR,"Grand Rapids, MI",1535,1740,N,65,1,137
9133,2020-01-08,WN,WN,WN,1847,WN,N945WN,1847,13232,MDW,"Chicago, IL",10693,BNA,"Nashville, TN",710,840,N,90,1,395
9134,2020-01-10,B6,B6,B6,1121,B6,N708JB,1121,14057,PDX,"Portland, OR",12954,LGB,"Long Beach, CA",544,804,N,140,1,846
9135,2020-01-19,WN,WN,WN,3162,WN,N7706A,3162,11066,CMH,"Columbus, OH",15016,STL,"St. Louis, MO",1955,2030,N,95,1,409
9136,2020-01-05,WN,WN,WN,3075,WN,N8328A,3075,13232,MDW,"Chicago, IL",12889,LAS,"Las Vegas, NV",2220,15,N,235,1,1521
9137,2020-01-24,DL,DL,DL,1727,DL,N914DN,1727,10397,ATL,"Atlanta, GA",14524,RIC,"Richmond, VA",1559,1732,N,93,1,481
9138,2020-01-01,DL,DL,DL,423,DL,N838DN,423,14869,SLC,"Salt Lake City, UT",13796,OAK,"Oakland, CA",2016,2126,N,130,1,588
9139,2020-01-19,UA,UA_CODESHARE,UA,5241,OO,N471CA,5241,11292,DEN,"Denver, CO",15370,TUL,"Tulsa, OK",1343,1624,N,101,1,541
9140,2020-01-05,AA,AA,AA,2224,AA,N141NN,2224,11298,DFW,"Dallas/Fort Worth, TX",14057,PDX,"Portland, OR",2240,59,N,259,1,1616
9141,2020-01-02,UA,UA,UA,281,UA,N24212,281,11292,DEN,"Denver, CO",10423,AUS,"Austin, TX",1050,1359,N,129,1,775
9142,2020-01-14,B6,B6,B6,470,B6,N657JB,470,11697,FLL,"Fort Lauderdale, FL",10721,BOS,"Boston, MA",1130,1442,N,192,1,1237
9143,2020-01-03,DL,DL,DL,2858,DL,N971AT,2858,10397,ATL,"Atlanta, GA",10408,ATW,"Appleton, WI",2030,2146,N,136,1,765
9144,2020-01-24,AA,AA,AA,2659,AA,N956NN,2659,11298,DFW,"Dallas/Fort Worth, TX",14908,SNA,"Santa Ana, CA",1430,1550,N,200,1,1205
9145,2020-01-21,B6,B6,B6,26,B6,N775JB,26,15304,TPA,"Tampa, FL",12478,JFK,"New York, NY",1218,1456,N,158,1,1005
9146,2020-01-06,WN,WN,WN,6299,WN,N243WN,6299,10140,ABQ,"Albuquerque, NM",13232,MDW,"Chicago, IL",920,1305,N,165,1,1121
9147,2020-01-11,AA,AA_CODESHARE,AA,5132,OH,N259PS,5132,11278,DCA,"Washington, DC",14685,SAV,"Savannah, GA",830,1035,N,125,1,519
9148,2020-01-18,AA,AA,AA,938,AA,N152AA,938,11298,DFW,"Dallas/Fort Worth, TX",11278,DCA,"Washington, DC",1236,1629,N,173,1,1192
